,Oil_Price,USD_Index,CPI,Interest_Rate,Industrial_Production,Oil_Returns,WTI,Brent,Futures,Inventory,WTI,BRENT,SP500,VIX,TNX
2010-11-30,84.31476157052177,78.37571461995442,219.59,0.19,92.7709,0.028145533894859538,84.25285714285714,85.2747619047619,84.31476157052177,339165.5,84.11000061035156,85.91999816894531,1180.550048828125,23.540000915527344,2.796999931335449
2010-12-31,89.23318169333719,80.04909133911133,220.472,0.18,93.6787,0.05669600521544875,89.14590909090909,91.44681818181817,89.23318169333719,322105.6,91.37999725341797,94.75,1257.6400146484375,17.75,3.305000066757202
2011-01-31,89.57850036621093,79.146000289917,221.187,0.17,93.4814,0.003862377426169865,89.1705,96.5235,89.57850036621093,316555.25,92.19000244140625,101.01000213623047,1286.1199951171875,19.530000686645508,3.378000020980835
2011-02-28,89.7431576377467,77.78263172350432,221.898,0.16,93.1102,0.001836446524581931,88.57842105263158,103.71631578947368,89.7431576377467,324369.0,96.97000122070312,111.80000305175781,1327.219970703125,18.350000381469727,3.4140000343322754
2011-03-31,102.98130466627038,76.28956604003906,223.046,0.14,94.0788,0.1375956772179983,102.85652173913043,114.64347826086957,102.98130466627038,330209.5,106.72000122070312,117.36000061035156,1325.8299560546875,17.739999771118164,3.4539999961853027
2011-04-30,110.03850059509277,74.72449989318848,224.093,0.1,93.7749,0.06628284630415991,109.5325,123.25888888888888,110.03850059509277,338591.0,113.93000030517578,125.88999938964844,1363.6099853515625,14.75,3.2960000038146973
2011-05-31,101.3566665649414,74.94142841157459,224.806,0.09,93.888,-0.08218466157886746,100.90047619047618,114.98904761904762,101.3566665649414,349066.25,102.69999694824219,116.7300033569336,1345.199951171875,15.449999809265137,3.049999952316284
2011-06-30,96.28863664106889,74.6936361139471,224.806,0.09,94.172,-0.05129533611782739,96.26409090909091,113.83318181818181,96.28863664106889,342393.25,95.41999816894531,112.4800033569336,1320.6400146484375,16.520000457763672,3.1579999923706055
2011-07-31,97.34049987792969,74.75699958801269,225.395,0.07,94.636,0.010864827504487506,97.3035,116.97349999999999,97.34049987792969,332905.0,95.69999694824219,116.73999786376953,1292.280029296875,25.25,2.805000066757202
2011-08-31,86.34086973770805,74.23652184527853,226.106,0.1,95.2749,-0.1199120762918657,86.33304347826088,110.21954545454545,86.34086973770805,331194.5,88.80999755859375,114.8499984741211,1218.8900146484375,31.6200008392334,2.2179999351501465
2011-09-30,85.60999915713356,76.990476335798,226.597,0.08,95.1961,-0.008500974571698702,85.51523809523809,112.83380952380953,85.60999915713356,321211.4,79.19999694824219,102.76000213623047,1131.4200439453125,42.959999084472656,1.9240000247955322
2011-10-31,86.42809513636998,77.15428524925595,226.75,0.07,95.8568,0.009510709232509969,86.32238095238095,109.55000000000001,86.42809513636998,314852.25,93.19000244140625,109.55999755859375,1253.300048828125,29.959999084472656,2.174999952316284
2011-11-30,97.16285705566406,77.89142899286179,227.169,0.08,95.8485,0.11707571123804233,97.16047619047619,110.76809523809524,97.16285705566406,312900.5,100.36000061035156,110.81999969482422,1246.9599609375,27.799999237060547,2.068000078201294
2011-12-31,98.57571338471912,79.61142803373791,227.223,0.07,96.3571,0.014436407332049886,98.56285714285715,107.87049999999999,98.57571338471912,307738.8,98.83000183105469,107.37999725341797,1257.5999755859375,23.399999618530273,1.871000051498413
2012-01-31,100.31849899291993,80.2680004119873,227.842,0.08,96.9318,0.01752519786931293,100.2735,110.68599999999999,100.31849899291993,309300.25,98.4800033569336,110.9800033569336,1312.4100341796875,19.440000534057617,1.7990000247955322
2012-02-29,102.26249961853027,78.93149948120117,228.329,0.1,97.2435,0.019192918528628426,102.204,119.327,102.26249961853027,315370.25,107.06999969482422,122.66000366210938,1365.6800537109375,18.43000030517578,1.9769999980926514
2012-03-31,106.20499940352006,79.53681807084517,228.807,0.13,96.74,0.03782814995302343,106.15772727272729,125.44545454545455,106.20499940352006,325457.4,103.0199966430664,122.87999725341797,1408.469970703125,15.5,2.2160000801086426
2012-04-30,103.34600028991699,79.40150032043456,229.187,0.14,97.4359,-0.02728859831338624,103.321,119.42166666666668,103.34600028991699,344968.0,104.87000274658203,119.47000122070312,1397.9100341796875,17.149999618530273,1.9149999618530273
2012-05-31,94.7159097844904,80.92545491998845,228.713,0.16,97.6609,-0.08720059671971246,94.65454545454546,110.33952380952381,94.7159097844904,357930.75,86.52999877929688,101.87000274658203,1310.3299560546875,24.059999465942383,1.5809999704360962
2012-06-30,82.40523819696335,82.22047714960007,228.524,0.16,97.6663,-0.13923298278302818,82.30333333333333,95.15571428571428,82.40523819696335,359457.6,84.95999908447266,97.80000305175781,1362.1600341796875,17.079999923706055,1.659000039100647
2012-07-31,87.93142881847564,83.06761896042596,228.59,0.16,97.8713,0.06490828751180014,87.8952380952381,102.61857142857141,87.93142881847564,351334.25,88.05999755859375,104.91999816894531,1379.3199462890625,18.93000030517578,1.4919999837875366
2012-08-31,94.16087009595788,82.16000034498131,229.918,0.13,97.4525,0.06844741076239041,94.13130434782609,113.35608695652174,94.16087009595788,337643.6,96.47000122070312,114.56999969482422,1406.5799560546875,17.469999313354492,1.562000036239624
2012-09-30,94.5584218878495,79.8142109921104,231.015,0.14,97.381,0.004213160994637,94.51368421052632,112.8636842105263,94.5584218878495,337531.0,92.19000244140625,112.38999938964844,1440.6700439453125,15.729999542236328,1.6369999647140503
2012-10-31,89.9480954124814,79.70809500558036,231.638,0.16,97.7193,-0.049985078189656786,89.4913043478261,111.7108695652174,89.9480954124814,344173.75,86.23999786376953,108.69999694824219,1412.1600341796875,18.600000381469727,1.6859999895095825
2012-11-30,86.73238009498233,80.68523842947823,231.249,0.16,98.0777,-0.03640549942554275,86.53142857142858,109.05857142857143,86.73238009498233,347231.4,88.91000366210938,111.2300033569336,1416.1800537109375,15.869999885559082,1.6059999465942383
2012-12-31,88.24550018310546,79.75849990844726,231.221,0.16,98.3101,0.017295418186792103,87.8595,109.494,88.24550018310546,341113.0,91.81999969482422,111.11000061035156,1426.18994140625,18.020000457763672,1.75600004196167
2013-01-31,94.82857077462333,79.87333279564267,231.679,0.14,98.3342,0.07194803824761836,94.75666666666667,112.96,94.82857077462333,335311.0,97.48999786376953,115.55000305175781,1498.1099853515625,14.279999732971191,1.9850000143051147
2013-02-28,95.32157897949219,80.60526315789474,232.937,0.15,98.7941,0.00518547379762475,95.30894736842104,116.05052631578947,95.32157897949219,346048.0,92.05000305175781,111.37999725341797,1514.6800537109375,15.510000228881836,1.8880000114440918
2013-03-31,92.95699920654297,82.6254997253418,232.282,0.14,99.1921,-0.02511920502989184,92.9385,108.474,92.95699920654297,355997.6,97.2300033569336,110.0199966430664,1569.18994140625,12.699999809265137,1.8519999980926514
2013-04-30,92.06772752241655,82.52500048550692,231.797,0.15,99.1065,-0.009612537170505595,92.02136363636363,102.24818181818182,92.06772752241655,361220.75,93.45999908447266,102.37000274658203,1597.5699462890625,13.520000457763672,1.6749999523162842
2013-05-31,94.79954598166726,83.2136362249201,231.893,0.11,99.1839,0.029240145094908694,94.50954545454546,102.55863636363637,94.79954598166726,366023.6,91.97000122070312,100.38999938964844,1630.739990234375,16.299999237060547,2.1640000343322754
2013-06-30,95.80049934387208,81.85049972534179,232.445,0.09,99.3897,0.01050327729438812,95.77250000000001,102.9195,95.80049934387208,362836.0,96.55999755859375,102.16000366210938,1606.280029296875,16.860000610351562,2.4779999256134033
2013-07-31,104.698636488481,82.7895462729714,232.9,0.09,99.0814,0.0888181974380588,104.67090909090908,107.93318181818182,104.698636488481,338944.75,105.02999877929688,107.69999694824219,1685.72998046875,13.449999809265137,2.5929999351501465
2013-08-31,106.53909128362483,81.48181776566939,233.456,0.08,99.6543,0.01742587734882851,106.57272727272726,111.28045454545455,106.53909128362483,332419.8,107.6500015258789,114.01000213623047,1632.969970703125,17.010000228881836,2.749000072479248
2013-09-30,106.23549957275391,81.15949897766113,233.544,0.08,100.161,-0.0028536482262196384,106.2895,111.59649999999999,106.23549957275391,330400.5,102.33000183105469,108.37000274658203,1681.550048828125,16.600000381469727,2.615000009536743
2013-10-31,100.55260799242103,79.86652175239895,233.669,0.09,100.082,-0.0549772707301189,100.53826086956522,109.07652173913044,100.55260799242103,348118.0,96.37999725341797,108.83999633789062,1756.5400390625,13.75,2.5420000553131104
2013-11-30,93.9314998626709,80.84400024414063,234.1,0.08,100.3158,-0.06811526139575384,93.864,107.792,93.9314998626709,358396.2,92.72000122070312,109.69000244140625,1805.81005859375,13.699999809265137,2.740999937057495
2013-12-31,97.89428601946149,80.30666605631511,234.719,0.09,100.5175,0.041322390596887,97.6252380952381,110.75666666666666,97.89428601946149,339051.0,98.41999816894531,110.80000305175781,1848.3599853515625,13.720000267028809,3.0260000228881836
2014-01-31,94.85666729155041,80.8095241728283,235.288,0.07,100.1599,-0.03152119543679723,94.61714285714285,108.11772727272728,94.85666729155041,323861.0,97.48999786376953,106.4000015258789,1782.5899658203125,18.40999984741211,2.6679999828338623
2014-02-28,100.67526245117188,80.4573685495477,235.547,0.07,100.9168,0.059533126733300634,100.81736842105263,108.90052631578948,100.67526245117188,331104.0,102.58999633789062,109.06999969482422,1859.449951171875,14.0,2.6579999923706055
2014-03-31,100.50904737200055,79.87047685895648,236.028,0.08,101.8942,-0.0016523665999174087,100.80380952380953,107.48095238095237,100.50904737200055,345435.25,101.58000183105469,107.76000213623047,1872.3399658203125,13.880000114440918,2.7230000495910645
2014-04-30,102.03476206461589,79.85333360944476,236.468,0.09,101.9928,0.015065812729402914,102.06904761904761,107.7552380952381,102.03476206461589,362037.25,99.73999786376953,108.06999969482422,1883.949951171875,13.40999984741211,2.6480000019073486
2014-05-31,101.79476165771484,79.9490472702753,236.918,0.09,102.3836,-0.0023549141795629713,102.17714285714285,109.53909090909092,101.79476165771484,362402.6,102.70999908447266,109.41000366210938,1923.5699462890625,11.399999618530273,2.4570000171661377
2014-06-30,105.14666748046875,80.442382085891,237.231,0.1,102.735,0.032397563041862476,105.7942857142857,111.79523809523809,105.14666748046875,354869.0,105.37000274658203,112.36000061035156,1960.22998046875,11.569999694824219,2.5160000324249268
2014-07-31,102.3918176130815,80.54772637107156,237.498,0.09,102.9632,-0.026549405350454837,103.58863636363638,106.76818181818182,102.3918176130815,342269.5,98.16999816894531,106.0199966430664,1930.6700439453125,16.950000762939453,2.555999994277954
2014-08-31,96.07619040352958,81.86380949474517,237.46,0.09,102.7688,-0.06366527655954422,96.53619047619047,101.60809523809523,96.07619040352958,331594.4,95.95999908447266,103.19000244140625,2003.3699951171875,12.09000015258789,2.3429999351501465
2014-09-30,93.03428540910993,84.45904795328777,237.477,0.09,103.0641,-0.03217344120319832,93.21190476190476,97.09142857142858,93.03428540910993,327705.5,91.16000366210938,94.66999816894531,1972.2900390625,16.309999465942383,2.507999897003174
2014-10-31,84.33912924061651,85.67043470299762,237.43,0.09,103.0764,-0.09812216165655606,84.39695652173914,87.42521739130434,84.33912924061651,342701.4,80.54000091552734,85.86000061035156,2018.050048828125,14.029999732971191,2.3350000381469727
2014-11-30,75.81000077097039,87.72842085988898,236.983,0.09,103.7126,-0.10661570363320952,75.78947368421052,79.4378947368421,75.81000077097039,348156.75,66.1500015258789,70.1500015258789,2067.56005859375,13.329999923706055,2.194000005722046
2014-12-31,59.28954488580877,89.1568173495206,236.252,0.12,103.7044,-0.2457972386181846,59.29045454545455,62.33500000000001,59.28954488580877,350872.75,53.27000045776367,57.33000183105469,2058.89990234375,19.200000762939453,2.1700000762939453
2015-01-31,47.325500106811525,92.9770004272461,234.747,0.11,102.8905,-0.22538371708291052,47.219,47.7595,47.325500106811525,363976.0,48.2400016784668,52.9900016784668,1994.989990234375,20.969999313354492,1.6749999523162842
2015-02-28,50.72473646465101,94.45789337158203,235.342,0.11,102.2335,0.0693644257874375,50.58421052631579,58.0955,50.72473646465101,396376.25,49.7599983215332,62.58000183105469,2104.5,13.34000015258789,2.002000093460083
2015-03-31,47.854090603915125,97.87818249789152,235.976,0.11,101.8914,-0.0582570880141577,47.82363636363636,55.88545454545454,47.854090603915125,427918.0,47.599998474121094,55.11000061035156,2067.889892578125,15.289999961853027,1.934000015258789
2015-04-30,54.62809553600493,97.59190477643695,236.222,0.12,101.3355,0.13239171835131547,54.45285714285714,59.52428571428571,54.62809553600493,453767.5,59.630001068115234,66.77999877929688,2085.510009765625,14.550000190734863,2.0460000038146973
2015-05-31,59.37199993133545,95.1920009613037,237.001,0.12,100.8883,0.08327441294452025,59.265,64.075,59.37199993133545,449211.4,60.29999923706055,65.55999755859375,2107.389892578125,13.84000015258789,2.0950000286102295
2015-06-30,59.82863651622426,95.17000024968928,237.657,0.13,100.571,0.007661684236978854,59.819545454545455,61.47772727272727,59.82863651622426,434569.5,59.470001220703125,63.59000015258789,2063.110107421875,18.229999542236328,2.3350000381469727
2015-07-31,50.93000013178045,96.96227299083363,238.034,0.13,101.2228,-0.1610322743589883,50.90090909090909,56.56130434782609,50.93000013178045,429155.4,47.119998931884766,52.209999084472656,2103.840087890625,12.119999885559082,2.2049999237060547
2015-08-31,42.88904771350679,96.37809499104817,238.033,0.14,101.0367,-0.17183564819757424,42.86761904761905,46.515,42.88904771350679,422227.75,49.20000076293945,54.150001525878906,1972.1800537109375,28.43000030517578,2.200000047683716
2015-09-30,45.46523829868862,95.75809515090216,237.498,0.14,100.7547,0.058331545243354835,45.47952380952381,47.62318181818182,45.46523829868862,424510.25,45.09000015258789,48.369998931884766,1920.030029296875,24.5,2.059999942779541
2015-10-31,46.289545405994765,95.71409086747603,237.733,0.12,100.2675,0.017968093899071363,46.22363636363636,48.43,46.289545405994765,441814.2,46.59000015258789,49.560001373291016,2079.360107421875,15.069999694824219,2.1510000228881836
2015-11-30,42.92300014495849,99.03300056457519,238.017,0.12,99.5298,-0.07550831824819876,42.4435,44.26761904761905,42.92300014495849,455785.75,41.650001525878906,44.61000061035156,2080.409912109375,16.1299991607666,2.2179999351501465
2015-12-31,37.32727258855646,98.33409049294211,237.761,0.24,99.0417,-0.1396835881104032,37.18863636363636,38.00545454545455,37.32727258855646,454872.5,37.040000915527344,37.279998779296875,2043.93994140625,18.209999084472656,2.2690000534057617
2016-01-31,31.7757894616378,99.02300033569335,237.652,0.34,99.5607,-0.161019565933178,31.683157894736844,30.6995,31.7757894616378,458442.2,33.619998931884766,34.7400016784668,1940.239990234375,20.200000762939453,1.930999994277954
2016-02-29,30.616499996185304,97.09550018310547,237.336,0.38,99.0445,-0.03716558294159316,30.323,32.1815,30.616499996185304,476630.75,33.75,35.970001220703125,1932.22998046875,20.549999237060547,1.7400000095367432
2016-03-31,37.960909063165836,96.25954506613992,238.08,0.36,98.3096,0.21501784218273703,37.54636363636364,38.210454545454546,37.960909063165836,497084.0,38.34000015258789,39.599998474121094,2059.739990234375,13.949999809265137,1.7860000133514404
2016-04-30,41.12476185389927,94.403809320359,238.992,0.37,98.6421,0.08005349690391456,40.7552380952381,41.583333333333336,41.12476185389927,506509.6,45.91999816894531,48.130001068115234,2065.300048828125,15.699999809265137,1.819000005722046
2016-05-31,46.796666644868395,94.52190471830822,239.557,0.37,98.4184,0.12920155656781657,46.712380952380954,46.742380952380955,46.796666644868395,507015.0,49.099998474121094,49.689998626708984,2096.949951171875,14.1899995803833,1.8339999914169312
2016-06-30,48.85318166559393,94.67227207530628,240.222,0.38,98.8833,0.043007532850423344,48.75727272727273,48.24727272727273,48.85318166559393,499672.5,48.33000183105469,49.68000030517578,2098.860107421875,15.630000114440918,1.4880000352859497
2016-07-31,44.799499702453616,96.57250061035157,240.101,0.39,98.9992,-0.08662253569772733,44.6515,44.951904761904764,44.799499702453616,491227.0,41.599998474121094,42.459999084472656,2173.60009765625,11.869999885559082,1.4579999446868896
2016-08-31,44.79913081293521,95.38000023883322,240.545,0.4,98.85,-8.234266891938686e-06,44.72434782608696,45.843043478260874,44.79913081293521,492907.5,44.70000076293945,47.040000915527344,2170.949951171875,13.420000076293945,1.5679999589920044
2016-09-30,45.225714365641274,95.46523757207962,241.176,0.4,98.7457,0.009477089233823588,45.18238095238095,46.567727272727275,45.225714365641274,475209.8,48.2400016784668,49.060001373291016,2168.27001953125,13.289999961853027,1.6080000400543213
2016-10-31,49.86949996948242,97.73899917602539,241.741,0.4,98.7611,0.09774376585847507,49.775238095238095,49.522380952380956,49.86949996948242,473351.25,46.86000061035156,48.29999923706055,2126.14990234375,17.059999465942383,1.8339999914169312
2016-11-30,45.881999778747556,99.7055004119873,242.026,0.41,98.3491,-0.08333671436010745,45.66095238095238,44.73409090909091,45.881999778747556,488117.0,49.439998626708984,50.470001220703125,2198.81005859375,13.329999923706055,2.368000030517578
2016-12-31,52.16571499052502,102.01333254859561,242.637,0.54,99.0214,0.12835259968462487,51.9704761904762,53.3085,52.16571499052502,483894.6,53.720001220703125,56.130001068115234,2238.830078125,14.039999961853027,2.446000099182129
2017-01-31,52.608499717712405,101.12199974060059,243.618,0.65,98.7611,0.008452220128077786,52.504,54.57666666666666,52.608499717712405,487905.75,52.810001373291016,55.70000076293945,2278.8701171875,11.989999771118164,2.4509999752044678
2017-02-28,53.46210560045744,100.69105329011616,244.006,0.66,98.3646,0.016095398120227505,53.46842105263158,54.8695,53.46210560045744,516394.5,54.0099983215332,55.59000015258789,2363.639892578125,12.920000076293945,2.3580000400543213
2017-03-31,49.673913209334664,100.75912973155145,243.892,0.79,99.0137,-0.07349318622275387,49.32782608695652,51.589130434782604,49.673913209334664,531835.8,50.599998474121094,52.83000183105469,2362.719970703125,12.369999885559082,2.3959999084472656
2017-04-30,51.11736899928043,100.04526278847142,244.193,0.9,100.0224,0.02864443141646018,51.060526315789474,52.30789473684211,51.11736899928043,530548.5,49.33000183105469,51.72999954223633,2384.199951171875,10.819999694824219,2.2820000648498535
2017-05-31,48.53954575278542,98.26863653009588,244.004,0.91,100.1408,-0.05174549954375051,48.47636363636364,50.326521739130435,48.53954575278542,517387.25,48.31999969482422,50.310001373291016,2411.800048828125,10.40999984741211,2.196000099182129
2017-06-30,45.19590950012207,96.94863683527166,244.163,1.04,100.3471,-0.07137225709271926,45.177727272727275,46.36818181818182,45.19590950012207,509195.0,46.040000915527344,47.91999816894531,2423.409912109375,11.180000305175781,2.302000045776367
2017-07-31,46.67500038146973,94.8610008239746,244.243,1.15,100.1068,0.03220211264257426,46.630526315789474,48.47857142857143,46.67500038146973,487819.0,50.16999816894531,52.650001525878906,2470.300048828125,10.260000228881836,2.2920000553131104
2017-08-31,48.05782566899838,93.17608642578125,245.183,1.16,99.6925,0.029196289674172926,48.03695652173913,51.70434782608696,48.05782566899838,465716.75,47.22999954223633,52.380001068115234,2471.64990234375,10.59000015258789,2.121000051498413
2017-09-30,49.876999855041504,92.32400054931641,246.435,1.15,99.7954,0.03715498447548993,49.822,56.152857142857144,49.876999855041504,467875.0,51.66999816894531,57.540000915527344,2519.360107421875,9.510000228881836,2.3259999752044678
2017-10-31,51.594545884565875,93.71954484419389,246.626,1.15,101.0247,0.03385599523903252,51.57772727272727,57.50772727272727,51.594545884565875,457737.0,54.380001068115234,61.369998931884766,2575.260009765625,10.180000305175781,2.375999927520752
2017-11-30,56.662857418968564,93.9971440633138,247.284,1.16,101.2664,0.09370295711507548,56.63857142857143,62.71409090909091,56.662857418968564,456748.75,57.400001525878906,63.56999969482422,2647.580078125,11.279999732971191,2.4170000553131104
2017-12-31,57.94699993133545,93.38800010681152,247.805,1.3,101.4644,0.02240987439013052,57.8815,64.3736842105263,57.94699993133545,436785.0,60.41999816894531,66.5999984741211,2673.610107421875,11.039999961853027,2.4049999713897705
2018-01-31,63.65904780796596,90.74476187569755,248.859,1.41,101.4625,0.09401266578545409,63.698571428571434,69.07727272727273,63.65904780796596,415527.75,64.7300033569336,69.05000305175781,2823.81005859375,13.539999961853027,2.7200000286102295
2018-02-28,62.18368429886667,89.73052617123253,249.529,1.42,101.7085,-0.023448809251876042,62.22947368421052,65.3175,62.18368429886667,421581.5,61.63999938964844,65.77999877929688,2713.830078125,19.850000381469727,2.868000030517578
2018-03-31,62.771904899960475,89.87619127546039,249.577,1.51,102.2067,0.009414944139848334,62.724761904761905,66.01666666666667,62.771904899960475,428084.2,64.94000244140625,70.2699966430664,2640.8701171875,19.969999313354492,2.740999937057495
2018-04-30,66.32523781912667,90.2933327811105,250.227,1.69,103.3329,0.055062886512793785,66.25380952380952,72.10600000000001,66.32523781912667,430474.25,68.56999969482422,75.16999816894531,2648.050048828125,15.930000305175781,2.936000108718872
2018-05-31,69.98318099975586,93.29954598166726,250.792,1.7,102.4024,0.0536844560666949,69.97818181818182,76.9752380952381,69.98318099975586,434689.0,67.04000091552734,77.58999633789062,2705.27001953125,15.430000305175781,2.822000026702881
2018-06-30,67.32285672142392,94.37714276994977,251.018,1.82,103.198,-0.038755138366464055,67.87333333333333,74.4047619047619,67.32285672142392,426013.8,74.1500015258789,79.44000244140625,2718.3701171875,16.09000015258789,2.8489999771118164
2018-07-31,70.58190518333798,94.59761919294085,251.214,1.91,103.3646,0.04727400774828228,70.98142857142857,74.2540909090909,70.58190518333798,407502.25,68.76000213623047,74.25,2816.2900390625,12.829999923706055,2.9639999866485596
2018-08-31,67.84521782916525,95.48173954175866,251.663,1.91,104.0327,-0.03954490884799264,68.05565217391305,72.52826086956522,67.84521782916525,407444.6,69.80000305175781,77.41999816894531,2901.52001953125,12.859999656677246,2.8529999256134033
2018-09-30,70.0847372757761,94.73947464792352,252.182,1.95,104.1004,0.03247614017540952,70.2321052631579,78.89099999999999,70.0847372757761,397571.0,73.25,82.72000122070312,2913.97998046875,12.119999885559082,3.055999994277954
2018-10-31,70.75782610022503,95.85260938561481,252.772,2.19,103.9856,0.00955810420668747,70.74869565217391,81.03217391304348,70.75782610022503,418795.75,65.30999755859375,75.47000122070312,2711.739990234375,21.229999542236328,3.1589999198913574
2018-11-30,56.693332853771395,96.76142883300781,252.594,2.2,104.0681,-0.22160652919676657,56.963499999999996,64.74818181818182,56.693332853771395,442879.8,50.93000030517578,58.709999084472656,2760.169921875,18.06999969482422,3.013000011444092
2018-12-31,48.777369248239616,96.87578984310753,252.767,2.27,104.0936,-0.15039015708360015,49.522777777777776,57.36235294117647,48.777369248239616,441560.0,45.40999984741211,53.79999923706055,2506.85009765625,25.420000076293945,2.686000108718872
2019-01-31,51.550476255871004,95.93761880057198,252.561,2.4,103.4021,0.055294988754428696,51.37571428571429,59.40954545454545,51.550476255871004,441940.5,53.790000915527344,61.88999938964844,2704.10009765625,16.56999969482422,2.634999990463257
2019-02-28,54.980525970458984,96.45842100444592,253.319,2.4,102.8371,0.06441760013187066,54.95473684210527,63.9605,54.980525970458984,449606.0,57.220001220703125,66.02999877929688,2784.489990234375,14.779999732971191,2.7109999656677246
2019-03-31,58.16809517996652,96.78285689581008,254.277,2.41,102.8757,0.05635796237136139,58.151428571428575,66.13857142857144,58.16809517996652,446658.6,60.13999938964844,68.38999938964844,2834.39990234375,13.710000038146973,2.4140000343322754
2019-04-30,63.87095260620117,97.35857173374721,255.233,2.42,102.274,0.09352767058907704,63.862380952380946,71.23333333333333,63.87095260620117,460726.0,63.90999984741211,72.80000305175781,2945.830078125,13.119999885559082,2.509000062942505
2019-05-31,60.865454413674094,97.74181782115589,255.296,2.39,102.392,-0.04819891946865129,60.82681818181818,71.31772727272727,60.865454413674094,475034.2,53.5,64.48999786376953,2752.06005859375,18.709999084472656,2.1419999599456787
2019-06-30,54.70650024414063,96.80450057983398,255.213,2.38,102.4375,-0.106683225948471,54.657500000000006,64.2205,54.70650024414063,476475.25,58.470001220703125,66.55000305175781,2941.760009765625,15.079999923706055,2.0
2019-07-31,57.546363830566406,97.36590922962536,255.802,2.4,101.9408,0.050608413571383536,57.35809523809524,63.9191304347826,57.546363830566406,449113.5,58.58000183105469,65.16999816894531,2980.3798828125,16.1200008392334,2.0209999084472656
2019-08-31,54.844090548428625,98.00454503839666,256.036,2.13,102.639,-0.0480965078730511,54.80590909090909,59.041818181818186,54.844090548428625,433589.8,55.099998474121094,60.43000030517578,2926.4599609375,18.979999542236328,1.50600004196167
2019-09-30,56.967000007629395,98.59999961853028,256.43,2.04,102.2917,0.0379777104343171,56.947,62.826666666666675,56.967000007629395,418843.5,54.06999969482422,60.779998779296875,2976.739990234375,16.239999771118164,1.6749999523162842
2019-10-31,54.00565255206564,98.1730436242145,257.155,1.83,101.4281,-0.053383434969180556,53.96304347826087,59.71304347826087,54.00565255206564,433105.75,54.18000030517578,60.22999954223633,3037.56005859375,13.220000267028809,1.690999984741211
2019-11-30,57.070000076293944,98.06499977111817,257.879,1.55,101.9372,0.05518986790932971,57.048947368421054,63.21190476190476,57.070000076293944,449042.2,55.16999816894531,62.43000030517578,3140.97998046875,12.619999885559082,1.7760000228881836
2019-12-31,59.80476197742281,97.37666684105282,258.63,1.55,101.7003,0.046806703630161366,59.81666666666667,67.21714285714286,59.80476197742281,441501.5,61.060001373291016,66.0,3230.780029296875,13.779999732971191,1.9190000295639038
2020-01-31,57.52857190086728,97.43619028727214,259.127,1.55,101.0338,-0.038803562503769984,57.519047619047626,63.64545454545455,57.52857190086728,430868.0,51.560001373291016,58.15999984741211,3225.52001953125,18.84000015258789,1.5199999809265137
2020-02-29,50.54210502222965,98.84315852115029,259.25,1.58,101.3735,-0.12947497530125193,50.54263157894737,55.657000000000004,50.54210502222965,443201.25,44.7599983215332,50.52000045776367,2954.219970703125,40.11000061035156,1.1269999742507935
